brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Porsche,911 Carrera Cabriolet,2006,"52,744 mi.",Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$37,500"
BMW,i8 Base,2019,"28,200 mi.",Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Beige,At least 1 accident or damage reported,Yes,"$79,950"
Nissan,Maxima GLE,2000,"194,277 mi.",Gasoline,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$2,300"
Pontiac,Firebird Trans Am,2001,"91,812 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$12,850"
Chevrolet,Suburban Premier,2018,"84,224 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Jet Black,None reported,Yes,"$43,775"
BMW,X2 xDrive28i,2018,"66,690 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$24,900"
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,"41,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$39,848"
BMW,750 i xDrive,2014,"85,095 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$24,900"
Volvo,S60 T5 Premier Plus,2015,"39,000 mi.",Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,"$17,900"
Tesla,Model Y Long Range,2022,"20,500 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$46,500"
Ford,F-350 Platinum,2019,"112,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$61,995"
Volkswagen,ID.4 Pro S,2023,"1,716 mi.",,Battery Electric,Automatic,Gray,Gray w/Blue Bolsters,None reported,,"$39,998"
Audi,A3 2.0T Premium,2016,"90,360 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$15,499"
Ford,Explorer Limited,2020,"82,146 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,None reported,Yes,"$30,825"
Ford,Mustang GT Premium,2020,"16,850 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$41,000"
Honda,S2000 Base,2003,"101,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$28,000"
BMW,M235 i,2015,"68,750 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$25,999"
Lamborghini,Aventador S Base,2018,"5,858 mi.",Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,"$491,836"
Dodge,Durango SLT,2004,"143,000 mi.",Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$3,200"
Nissan,Armada LE,2005,"152,270 mi.",Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,"$6,900"
Kia,Sorento S,2021,"19,605 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,"$33,591"
Chevrolet,Silverado 1500 RST,2020,"19,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$69,999"
Chevrolet,Impala Base,2004,"64,500 mi.",Gasoline,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$5,900"
Toyota,Tacoma PreRunner,2011,"149,000 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$18,995"
McLaren,570S Spider,2018,"5,918 mi.",Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Silician Yellow,Jet Black,None reported,,"$179,900"
Pontiac,Firebird Trans Am,1997,"134,033 mi.",Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$7,200"
Kia,Stinger GT1,2019,"37,226 mi.",Gasoline,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",Automatic,Snow White Pearl,Black,None reported,,"$34,998"
Ford,Escape SE,2017,"71,924 mi.",Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$13,700"
Lamborghini,Huracan EVO Coupe,2021,"5,718 mi.",Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,,"$279,991"
Jeep,Wrangler Unlimited Sport,2014,"122,200 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,"$21,500"
Land,Rover Range Rover Sport HST MHEV,2020,"37,248 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Silver,Black,None reported,Yes,"$54,500"
Chevrolet,Silverado 1500 Base,1999,"88,750 mi.",Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$6,800"
Cadillac,XLR V,2008,"64,800 mi.",Gasoline,443.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,,,"$24,700"
Ford,Fusion Hybrid Titanium,2014,"112,180 mi.",Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,White,Charcoal Black,None reported,,"$12,599"
RAM,2500 SLT,2015,"149,130 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$35,000"
Tesla,Model Y Long Range,2020,"88,000 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,"$35,500"
Toyota,Highlander XLE,2018,"74,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$27,950"
Ford,F-150 XLT,2019,"44,460 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,"$34,500"
GMC,Acadia SLE-2,2015,"96,000 mi.",Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,"$17,000"
Porsche,Boxster Base,2005,"75,000 mi.",Gasoline,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,,,"$17,500"
Dodge,Charger R/T,2014,"95,000 mi.",Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$17,900"
Land,Rover Range Rover Sport Supercharged HSE,2016,"49,799 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,"$37,500"
Ford,Mustang GT,2006,"27,407 mi.",Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Red,None reported,Yes,"$21,750"
Alfa,Romeo Giulia Ti,2020,"23,339 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Rosso,Black,,,"$34,645"
Tesla,Model S 90D,2016,"74,122 mi.",,417.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$35,900"
Jaguar,XK8 Base,1997,"50,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$6,000"
Mercedes-Benz,GLC 300 GLC 300,2021,"14,745 mi.",Gasoline,2.0 Liter Turbo,Automatic,Graphite Grey,–,None reported,,"$38,998"
Chevrolet,Corvette Stingray w/3LT,2021,"2,700 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,"$85,950"
Buick,Regal Turbo - Premium 1,2012,"190,000 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$6,000"
Audi,A4 2.0T Premium,2014,"90,236 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$9,999"
Jeep,Gladiator Overland,2020,"4,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$50,000"
Land,Rover Range Rover Westminster SWB,2022,"2,220 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,White,None reported,Yes,"$115,999"
GMC,Yukon XL Denali,2017,"124,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$32,000"
Ford,Ranger Lariat,2019,"45,163 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,–,None reported,Yes,"$35,690"
Volkswagen,Passat 2.0T SE,2020,"49,400 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,"$20,900"
Porsche,911 Carrera,2020,"11,256 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,"$124,900"
Chevrolet,Corvette Stingray w/1LT,2021,"13,700 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$75,000"
Land,Rover Range Rover HSE,2011,"174,678 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$9,500"
Lexus,RX 450h F Sport Handling,2022,"1,600 mi.",Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,"$59,000"
Porsche,911 GT3 RS,2019,"15,509 mi.",Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Lizard Green,Black,None reported,,"$229,900"
Ford,Expedition Platinum,2020,"69,849 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,"$48,149"
Toyota,Tacoma PreRunner,2008,"160,000 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"$17,000"
Toyota,Mirai Base,2016,"40,000 mi.",not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,"$9,500"
Ford,Explorer Sport Trac XLT,2007,"228,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$3,850"
GMC,Sierra 1500 SLE1 Extended Cab,2008,"187,000 mi.",–,–,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$6,100"
Mercedes-Benz,C-Class C 300 Luxury,2015,"102,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$17,000"
Cadillac,SRX Standard,2016,"48,000 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$24,995"
Chrysler,Town & Country Touring-L,2012,"163,500 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Beige,None reported,Yes,"$5,949"
Porsche,911 Carrera,2023,"1,500 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$149,000"
Porsche,718 Cayman GT4,2021,"2,100 mi.",Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,,,"$136,900"
Ford,F-350 Lariat,2018,"66,281 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$63,500"
Ford,Mustang Mach-E Select,2021,"18,000 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$39,499"
Ford,F-150 XL,2014,"27,300 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,"$21,500"
Mazda,CX-30 Base,2020,"19,319 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,"$24,899"
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,"32,936 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,"$90,000"
BMW,M4 Base,2017,"30,450 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$52,999"
Jeep,Wrangler Sport,2017,"38,200 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,"$29,500"
Jeep,Wrangler Sport,2020,"26,315 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$31,871"
Chevrolet,Silverado 1500 LS,2003,"110,000 mi.",Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$8,900"
MINI,Hardtop Cooper,2014,"19,700 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$13,500"
Honda,Element EX,2008,"192,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$11,000"
Porsche,911 Carrera 4S,2017,"26,000 mi.",Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"$116,911"
Subaru,Impreza Outback Sport Wagon,2008,"98,313 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,"$7,495"
Cadillac,XT5 Premium Luxury,2021,"66,500 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$28,500"
Nissan,Kicks S,2022,"19,877 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,,"$18,999"
Kia,Seltos S,2021,"16,100 mi.",Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$25,500"
GMC,Yukon SLE,2016,"83,858 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$27,633"
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"24,108 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"$56,000"
Ford,Explorer XLT,2020,"42,609 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,"$32,107"
Subaru,Impreza 2.0i Premium,2017,"160,000 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$7,750"
INFINITI,QX80 Base,2017,"121,525 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$28,500"
Kia,Telluride S,2023,"6,423 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$42,500"
Pontiac,Solstice Base,2007,"62,310 mi.",Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$12,900"
Mazda,Mazda6 Carbon Edition,2021,"21,444 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,"$29,995"
Ford,Transit-350 Base,2015,"112,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$29,500"
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,"60,000 mi.",Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,"$16,500"
Dodge,Dart SE,2013,"153,250 mi.",Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$4,399"
Jeep,Wrangler Unlimited Sahara,2019,"57,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$39,900"
Chevrolet,Tahoe LTZ,2011,"140,401 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$16,000"
Ford,F-150 Tremor,2023,"5,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$70,000"
Chevrolet,Corvette Stingray w/2LT,2022,"2,010 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,"$89,000"
Tesla,Model 3 Long Range,2018,"24,360 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$31,500"
Audi,A4 2.0T Premium,2013,"96,800 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$11,000"
Cadillac,CTS Performance,2014,"34,988 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$21,500"
Nissan,Frontier SV,2012,"65,750 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$15,995"
Chevrolet,Silverado 1500 LTZ,2019,"56,654 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,"$43,860"
Lincoln,MKT Base,2016,"140,200 mi.",Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$10,500"
Chevrolet,Cruze LT Automatic,2016,"122,971 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,"$12,999"
Nissan,Xterra S,2008,"227,010 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,"$3,850"
Ford,F-150 Lariat SuperCrew,2004,"271,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$9,500"
Porsche,911 Turbo,2022,"13,800 mi.",Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,"$234,000"
Dodge,Ram 2500 Quad Cab,2001,"171,079 mi.",Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,"$27,500"
Chevrolet,Colorado ZR2,2021,"24,915 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,,"$44,791"
Nissan,Kicks S,2022,"15,577 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Electric Blue Metallic,Charcoal,None reported,,"$19,599"
Audi,S4 3.0T Premium Plus,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$21,373"
Lamborghini,Gallardo LP570-4 Superleggera,2011,"16,000 mi.",Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,"$229,000"
Mercedes-Benz,C-Class C 250 Luxury,2012,"122,000 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$15,000"
FIAT,500X Trekking Plus,2016,"48,500 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Brown,None reported,Yes,"$15,999"
Ford,F-150 XLT,2018,"53,500 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,"$31,500"
Ford,F-250 XL Crew Cab Super Duty,2004,"315,000 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,"$9,200"
Ford,E350 Super Duty Base,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500"
Kia,Sorento SXL,2019,"43,850 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$30,000"
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,"73,500 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$19,000"
Nissan,Altima 2.5 SL,2014,"153,350 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,000"
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,"74,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,"$25,500"
BMW,328 i xDrive,2013,"52,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$17,500"
Audi,Q4 e-tron 50 Premium Plus,2022,250 mi.,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$52,000"
Nissan,Pathfinder S,2017,"145,000 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$8,500"
Subaru,Ascent Touring 7-Passenger,2020,"40,971 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,"$32,500"
Ford,E350 Super Duty XLT,2010,"248,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$14,000"
GMC,HUMMER EV Edition 1,2023,940 mi.,,Electric Motor Electric Fuel System,A/T,White,Black,,,"$146,000"
BMW,M3 CS,2018,"38,000 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$60,500"
Acura,TLX V6 Advance,2016,"128,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$19,500"
Chevrolet,Silverado 1500 ZR2,2022,"7,455 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,,"$68,990"
Jeep,Wrangler SE,1999,"137,790 mi.",Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,–,None reported,Yes,"$12,000"
Ford,Edge Sport,2016,"92,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$19,995"
Porsche,911 Carrera Cabriolet,2001,"21,450 mi.",Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$36,000"
Nissan,Murano SL,2021,"43,875 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,,"$29,725"
Pontiac,G8 GT,2009,"81,327 mi.",Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$17,500"
Mercedes-Benz,E-Class E 350,2021,"72,836 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,"$41,000"
McLaren,720S Performance,2020,"5,072 mi.",Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,"$279,950"
Jeep,Commander Sport,2007,"161,900 mi.",E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,800"
Audi,A5 45 S line Premium Plus,2022,"24,500 mi.",Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$47,000"
BMW,M550 i xDrive,2018,"14,993 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$44,900"
Volkswagen,Jetta 1.4T R-Line,2019,"96,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,"$14,980"
Porsche,Taycan 4S,2022,"7,900 mi.",,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,"$108,000"
